"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","206","should activate tenant with typed client","🏢 Business Operations","Sat Sep 13 05:35:42 UTC 2025","failed","Sat Sep 13 05:35:42 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","391","should handle user-client associations with typed client","chromium","Sat Sep 13 05:33:46 UTC 2025","passed","Sat Sep 13 05:33:47 UTC 2025","Client Management - CRUD with Typed NPM Packages","api/features/client-management/crud-operations/happy-path/typed-client-crud.api.spec.ts","",""
"","193","should check if user has permission","Permission Management","Sat Sep 13 05:34:47 UTC 2025","failed","Sat Sep 13 05:34:47 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"This test validates the complete tenant creation workflow from a business perspective, ensuring all required data is captured and the tenant is properly initialized.","213","Super Admin can successfully onboard a new accounting firm","🏢 Business Operations","Sat Sep 13 05:35:30 UTC 2025","failed","Sat Sep 13 05:35:30 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","190","should send user invitation","User Invitations","Sat Sep 13 05:34:25 UTC 2025","failed","Sat Sep 13 05:34:25 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","1","should validate 2FA for login","chromium","Sat Sep 13 05:35:02 UTC 2025","skipped","Sat Sep 13 05:35:02 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","140","should reject login with malformed email","chromium","Sat Sep 13 05:34:08 UTC 2025","passed","Sat Sep 13 05:34:09 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","424","should delete a group","chromium","Sat Sep 13 05:33:50 UTC 2025","passed","Sat Sep 13 05:33:51 UTC 2025","Client Management - Group Operations","api/features/client-management/groups/happy-path/group-operations.api.spec.ts","",""
"","0","should disable two-factor authentication","chromium","Sat Sep 13 05:35:02 UTC 2025","skipped","Sat Sep 13 05:35:02 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","0","should downgrade subscription from Enterprise to Professional","chromium","Sat Sep 13 05:35:45 UTC 2025","skipped","Sat Sep 13 05:35:45 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","1","should get session by ID","chromium","Sat Sep 13 05:35:00 UTC 2025","skipped","Sat Sep 13 05:35:00 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","791","should get all clients in a group","chromium","Sat Sep 13 05:33:52 UTC 2025","passed","Sat Sep 13 05:33:53 UTC 2025","Client Management - Group Operations","api/features/client-management/groups/happy-path/group-operations.api.spec.ts","",""
"","116","should filter audit logs by action type","chromium","Sat Sep 13 05:34:06 UTC 2025","passed","Sat Sep 13 05:34:06 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","347","should return user information in login response","Authentication","Sat Sep 13 05:34:17 UTC 2025","failed","Sat Sep 13 05:34:17 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","3159","should create client with typed client from @btshift/client-management-types","👥 Client Services","Sat Sep 13 05:33:40 UTC 2025","passed","Sat Sep 13 05:33:43 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","219","should retrieve the created tenant by name","🏢 Business Operations","Sat Sep 13 05:35:32 UTC 2025","failed","Sat Sep 13 05:35:33 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","0","should validate session token","chromium","Sat Sep 13 05:35:00 UTC 2025","skipped","Sat Sep 13 05:35:00 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","204","should update role","Role Management","Sat Sep 13 05:34:51 UTC 2025","failed","Sat Sep 13 05:34:51 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","132","should NOT be able to access platform settings","chromium","Sat Sep 13 05:35:16 UTC 2025","failed","Sat Sep 13 05:35:16 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","244","should reject refresh token with empty refresh token","Authentication","Sat Sep 13 05:34:11 UTC 2025","passed","Sat Sep 13 05:34:12 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","181","should accept invitation","User Invitations","Sat Sep 13 05:34:27 UTC 2025","failed","Sat Sep 13 05:34:28 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","114","should get audit log by ID","chromium","Sat Sep 13 05:34:06 UTC 2025","passed","Sat Sep 13 05:34:07 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","275","should list all tenants (SuperAdmin only)","chromium","Sat Sep 13 05:35:13 UTC 2025","passed","Sat Sep 13 05:35:14 UTC 2025","Multi-User Context Example Tests > Platform Operations (SuperAdmin)","api/features/multi-user-example.spec.ts","",""
"","0","should update billing cycle","chromium","Sat Sep 13 05:35:45 UTC 2025","skipped","Sat Sep 13 05:35:45 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","184","should search users by email","User Management","Sat Sep 13 05:35:09 UTC 2025","failed","Sat Sep 13 05:35:09 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","202","should cancel invitation","User Invitations","Sat Sep 13 05:34:30 UTC 2025","failed","Sat Sep 13 05:34:31 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","187","should get invitation by ID","User Invitations","Sat Sep 13 05:34:26 UTC 2025","failed","Sat Sep 13 05:34:26 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","205","should verify tenant exists check returns false for non-existing tenant","🏢 Business Operations","Sat Sep 13 05:35:26 UTC 2025","failed","Sat Sep 13 05:35:26 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","343","should remove a user from a client","👥 Client Services","Sat Sep 13 05:33:57 UTC 2025","failed","Sat Sep 13 05:33:57 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","188","should suspend an active tenant","🏢 Business Operations","Sat Sep 13 05:35:46 UTC 2025","failed","Sat Sep 13 05:35:46 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","0","should verify backup code","chromium","Sat Sep 13 05:35:02 UTC 2025","skipped","Sat Sep 13 05:35:02 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
