"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","384","should delete a group","👥 Client Services","Sun Sep 14 07:56:54 UTC 2025","passed","Sun Sep 14 07:56:54 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","2518","should get all groups for a client","👥 Client Services","Sun Sep 14 07:56:56 UTC 2025","passed","Sun Sep 14 07:56:59 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","578","should reject login with invalid password","chromium","Sun Sep 14 07:57:16 UTC 2025","passed","Sun Sep 14 07:57:17 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","933","should logout successfully","chromium","Sun Sep 14 07:57:25 UTC 2025","passed","Sun Sep 14 07:57:26 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","0","should upgrade subscription from Starter to Professional","chromium","Sun Sep 14 07:59:22 UTC 2025","skipped","Sun Sep 14 07:59:22 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","127","should create client within tenant","chromium","Sun Sep 14 07:58:45 UTC 2025","passed","Sun Sep 14 07:58:45 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","0","should change password for authenticated user","chromium","Sun Sep 14 07:57:57 UTC 2025","skipped","Sun Sep 14 07:57:57 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","203","should retrieve audit logs","Audit Logs","Sun Sep 14 07:57:14 UTC 2025","passed","Sun Sep 14 07:57:14 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","0","should validate 2FA for login","chromium","Sun Sep 14 07:58:28 UTC 2025","skipped","Sun Sep 14 07:58:28 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","525","should handle pagination for user-client associations","👥 Client Services","Sun Sep 14 07:57:09 UTC 2025","failed","Sun Sep 14 07:57:10 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","186","should delete role","Role Management","Sun Sep 14 07:58:17 UTC 2025","failed","Sun Sep 14 07:58:17 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","200","should list tenants with typed client","🏢 Business Operations","Sun Sep 14 07:59:12 UTC 2025","failed","Sun Sep 14 07:59:12 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
