"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","180","should filter audit logs by user","chromium","Fri Sep 12 09:22:03 UTC 2025","passed","Fri Sep 12 09:22:03 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","0","should list all active sessions for user","chromium","Fri Sep 12 09:23:07 UTC 2025","skipped","Fri Sep 12 09:23:07 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"This test validates the complete tenant creation workflow from a business perspective, ensuring all required data is captured and the tenant is properly initialized.","257","Super Admin can successfully onboard a new accounting firm","🏢 Business Operations","Fri Sep 12 09:23:41 UTC 2025","failed","Fri Sep 12 09:23:42 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","232","should retrieve permission by ID","Permission Management","Fri Sep 12 09:22:41 UTC 2025","failed","Fri Sep 12 09:22:41 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","382","should list clients within tenant","chromium","Fri Sep 12 09:23:25 UTC 2025","passed","Fri Sep 12 09:23:25 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","314","should reject login with invalid email","Authentication","Fri Sep 12 09:22:08 UTC 2025","passed","Fri Sep 12 09:22:08 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","1","should revoke all sessions for user","chromium","Fri Sep 12 09:23:07 UTC 2025","skipped","Fri Sep 12 09:23:07 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should get session by ID","chromium","Fri Sep 12 09:23:07 UTC 2025","skipped","Fri Sep 12 09:23:07 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","171","should NOT be able to access platform settings","chromium","Fri Sep 12 09:23:26 UTC 2025","failed","Fri Sep 12 09:23:26 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","182","should reject login with empty password","chromium","Fri Sep 12 09:22:09 UTC 2025","passed","Fri Sep 12 09:22:09 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","414","should have token with reasonable expiration time","Authentication","Fri Sep 12 09:22:20 UTC 2025","failed","Fri Sep 12 09:22:20 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","1001","should list clients with typed client","👥 Client Services","Fri Sep 12 09:21:29 UTC 2025","passed","Fri Sep 12 09:21:30 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","428","should update an existing group","👥 Client Services","Fri Sep 12 09:21:36 UTC 2025","failed","Fri Sep 12 09:21:36 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","250","should return 404 when getting tenant by non-existing ID","🏢 Business Operations","Fri Sep 12 09:23:40 UTC 2025","failed","Fri Sep 12 09:23:40 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","256","should retrieve the created tenant by ID","🏢 Business Operations","Fri Sep 12 09:23:43 UTC 2025","failed","Fri Sep 12 09:23:43 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","241","should retrieve the created tenant by name","🏢 Business Operations","Fri Sep 12 09:23:45 UTC 2025","failed","Fri Sep 12 09:23:45 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","470","should get client by ID with typed client","👥 Client Services","Fri Sep 12 09:21:26 UTC 2025","failed","Fri Sep 12 09:21:26 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","232","should list all permissions","Permission Management","Fri Sep 12 09:22:46 UTC 2025","failed","Fri Sep 12 09:22:46 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","171","should access platform settings (SuperAdmin only)","chromium","Fri Sep 12 09:23:24 UTC 2025","failed","Fri Sep 12 09:23:24 UTC 2025","Multi-User Context Example Tests > Platform Operations (SuperAdmin)","api/features/multi-user-example.spec.ts","",""
"","237","should cancel invitation","User Invitations","Fri Sep 12 09:22:33 UTC 2025","failed","Fri Sep 12 09:22:33 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","1","should get current session information","Session Management","Fri Sep 12 09:23:06 UTC 2025","failed","Fri Sep 12 09:23:06 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","232","should list users with pagination","User Management","Fri Sep 12 09:23:15 UTC 2025","failed","Fri Sep 12 09:23:16 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","235","should suspend an active tenant","🏢 Business Operations","Fri Sep 12 09:23:58 UTC 2025","failed","Fri Sep 12 09:23:58 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","0","should detect concurrent sessions","chromium","Fri Sep 12 09:23:07 UTC 2025","skipped","Fri Sep 12 09:23:07 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","235","should prevent creating tenant with duplicate tenant name","🏢 Business Operations","Fri Sep 12 09:23:30 UTC 2025","failed","Fri Sep 12 09:23:31 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","412","should delete a group","👥 Client Services","Fri Sep 12 09:21:38 UTC 2025","failed","Fri Sep 12 09:21:38 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","758","should get all groups for a client","👥 Client Services","Fri Sep 12 09:21:48 UTC 2025","failed","Fri Sep 12 09:21:49 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","434","should remove a user from a client","👥 Client Services","Fri Sep 12 09:21:52 UTC 2025","failed","Fri Sep 12 09:21:53 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","453","should successfully login with valid SuperAdmin credentials","Authentication","Fri Sep 12 09:22:14 UTC 2025","passed","Fri Sep 12 09:22:14 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
