"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","324","should list clients within tenant","chromium","Fri Sep 12 07:53:56 UTC 2025","passed","Fri Sep 12 07:53:56 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","171","should create a new role","Role Management","Fri Sep 12 07:53:29 UTC 2025","failed","Fri Sep 12 07:53:29 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","168","should reject login with empty email","chromium","Fri Sep 12 07:52:48 UTC 2025","passed","Fri Sep 12 07:52:48 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should require 2FA for sensitive operations","chromium","Fri Sep 12 07:53:42 UTC 2025","skipped","Fri Sep 12 07:53:42 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","184","should suspend an active tenant","🏢 Business Operations","Fri Sep 12 07:54:26 UTC 2025","failed","Fri Sep 12 07:54:26 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","174","should get users by role","Role Management","Fri Sep 12 07:53:39 UTC 2025","failed","Fri Sep 12 07:53:39 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","0","should send 2FA code via SMS","chromium","Fri Sep 12 07:53:42 UTC 2025","skipped","Fri Sep 12 07:53:42 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","184","should successfully activate a pending tenant","🏢 Business Operations","Fri Sep 12 07:54:15 UTC 2025","failed","Fri Sep 12 07:54:15 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","337","should delete a group","👥 Client Services","Fri Sep 12 07:52:21 UTC 2025","failed","Fri Sep 12 07:52:21 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","182","should reject login with empty password","chromium","Fri Sep 12 07:52:48 UTC 2025","passed","Fri Sep 12 07:52:48 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","184","should successfully send welcome email after tenant activation","🏢 Business Operations","Fri Sep 12 07:54:16 UTC 2025","failed","Fri Sep 12 07:54:17 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","572","should refresh token with typed ctx.client","🔐 Security & Access","Fri Sep 12 07:53:02 UTC 2025","passed","Fri Sep 12 07:53:02 UTC 2025","User Login Process","Authentication Systems","",""
"","0","should get session by ID","chromium","Fri Sep 12 07:53:41 UTC 2025","skipped","Fri Sep 12 07:53:41 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should check password strength","chromium","Fri Sep 12 07:53:15 UTC 2025","skipped","Fri Sep 12 07:53:15 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","178","should handle typed error responses for duplicate tenant","🏢 Business Operations","Fri Sep 12 07:54:23 UTC 2025","failed","Fri Sep 12 07:54:23 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","184","should list clients with typed client","👥 Client Services","Fri Sep 12 07:52:11 UTC 2025","failed","Fri Sep 12 07:52:11 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","333","should delete client with typed client","👥 Client Services","Fri Sep 12 07:52:16 UTC 2025","failed","Fri Sep 12 07:52:16 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","174","should deactivate and reactivate user","User Management","Fri Sep 12 07:53:53 UTC 2025","failed","Fri Sep 12 07:53:53 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","181","should return 404 when getting tenant by non-existing name","🏢 Business Operations","Fri Sep 12 07:54:08 UTC 2025","failed","Fri Sep 12 07:54:08 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","437","should logout successfully","chromium","Fri Sep 12 07:52:55 UTC 2025","passed","Fri Sep 12 07:52:56 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","495","should remove a client from a group","👥 Client Services","Fri Sep 12 07:52:25 UTC 2025","failed","Fri Sep 12 07:52:26 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","213","should create a new client group","👥 Client Services","Fri Sep 12 07:52:17 UTC 2025","failed","Fri Sep 12 07:52:18 UTC 2025","Client Management - Group Operations","Client Organization","",""
