"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","197","should verify tenant exists check returns false for non-existing tenant","🏢 Business Operations","Mon Sep 15 13:48:26 UTC 2025","failed","Mon Sep 15 13:48:26 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","124","should reject refresh token with empty refresh token","chromium","Mon Sep 15 13:47:11 UTC 2025","passed","Mon Sep 15 13:47:11 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","195","should delete a tenant","🏢 Business Operations","Mon Sep 15 13:48:49 UTC 2025","failed","Mon Sep 15 13:48:49 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","642","should refresh token with valid refresh token","Authentication","Mon Sep 15 13:47:13 UTC 2025","passed","Mon Sep 15 13:47:14 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","324","should delete permission","Permission Management","Mon Sep 15 13:47:38 UTC 2025","failed","Mon Sep 15 13:47:38 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","0","should require 2FA for sensitive operations","chromium","Mon Sep 15 13:48:03 UTC 2025","skipped","Mon Sep 15 13:48:03 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","125","should get all clients in a group","👥 Client Services","Mon Sep 15 13:46:50 UTC 2025","failed","Mon Sep 15 13:46:50 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","406","should have token with reasonable expiration time","Authentication","Mon Sep 15 13:47:16 UTC 2025","failed","Mon Sep 15 13:47:17 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","122","should reject token validation with invalid token","chromium","Mon Sep 15 13:47:10 UTC 2025","passed","Mon Sep 15 13:47:11 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should reset password with valid token","chromium","Mon Sep 15 13:47:32 UTC 2025","skipped","Mon Sep 15 13:47:32 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should disable two-factor authentication","chromium","Mon Sep 15 13:48:03 UTC 2025","skipped","Mon Sep 15 13:48:03 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","481","should list all roles","Role Management","Mon Sep 15 13:47:53 UTC 2025","failed","Mon Sep 15 13:47:54 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","237","should return 404 when getting tenant by non-existing ID","🏢 Business Operations","Mon Sep 15 13:48:29 UTC 2025","passed","Mon Sep 15 13:48:29 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","188","should prevent creating tenant with duplicate domain","🏢 Business Operations","Mon Sep 15 13:48:22 UTC 2025","failed","Mon Sep 15 13:48:22 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","0","should get password policy requirements","chromium","Mon Sep 15 13:47:33 UTC 2025","skipped","Mon Sep 15 13:47:33 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","394","should delete client with typed client","👥 Client Services","Mon Sep 15 13:46:33 UTC 2025","passed","Mon Sep 15 13:46:33 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","134","should update an existing group","👥 Client Services","Mon Sep 15 13:46:41 UTC 2025","failed","Mon Sep 15 13:46:41 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should expire password reset token after use","chromium","Mon Sep 15 13:47:33 UTC 2025","skipped","Mon Sep 15 13:47:33 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","201","should get tenant by ID with typed client","🏢 Business Operations","Mon Sep 15 13:48:39 UTC 2025","failed","Mon Sep 15 13:48:39 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","0","should get session statistics","chromium","Mon Sep 15 13:48:01 UTC 2025","skipped","Mon Sep 15 13:48:01 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","368","should retrieve role by ID","Role Management","Mon Sep 15 13:47:48 UTC 2025","failed","Mon Sep 15 13:47:49 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
