"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","123","should prevent creating tenant with duplicate tenant name","🏢 Business Operations","Thu Sep 11 02:10:31 UTC 2025","failed","Thu Sep 11 02:10:31 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","117","should reject login with empty email","chromium","Thu Sep 11 02:08:45 UTC 2025","passed","Thu Sep 11 02:08:45 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","129","should deactivate and reactivate user","User Management","Thu Sep 11 02:10:20 UTC 2025","failed","Thu Sep 11 02:10:20 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","124","should return 404 when getting tenant by non-existing name","🏢 Business Operations","Thu Sep 11 02:10:37 UTC 2025","failed","Thu Sep 11 02:10:38 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","132","should suspend an active tenant","🏢 Business Operations","Thu Sep 11 02:10:53 UTC 2025","failed","Thu Sep 11 02:10:53 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","127","should update user information","User Management","Thu Sep 11 02:10:12 UTC 2025","failed","Thu Sep 11 02:10:12 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","109","should activate tenant with typed client","chromium","Thu Sep 11 02:10:50 UTC 2025","failed","Thu Sep 11 02:10:50 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","120","should list clients with typed client","👥 Client Services","Thu Sep 11 02:08:05 UTC 2025","failed","Thu Sep 11 02:08:05 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","120","should check if user has permission","Permission Management","Thu Sep 11 02:09:44 UTC 2025","failed","Thu Sep 11 02:09:44 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","112","should filter audit logs by date range","chromium","Thu Sep 11 02:08:40 UTC 2025","passed","Thu Sep 11 02:08:40 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","129","should remove a client from a group","👥 Client Services","Thu Sep 11 02:08:24 UTC 2025","failed","Thu Sep 11 02:08:25 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","109","should create client within tenant","chromium","Thu Sep 11 02:10:24 UTC 2025","failed","Thu Sep 11 02:10:24 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"This test validates that Super Admin can authenticate using the platform login system and receive proper access tokens for subsequent operations.","299","Super Admin can access the platform with valid credentials","🔐 Security & Access","Thu Sep 11 02:08:55 UTC 2025","failed","Thu Sep 11 02:08:55 UTC 2025","User Login Process","Authentication Systems","",""
"","143","should list pending invitations","User Invitations","Thu Sep 11 02:09:27 UTC 2025","passed","Thu Sep 11 02:09:28 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","142","should retrieve the created tenant by name","🏢 Business Operations","Thu Sep 11 02:10:42 UTC 2025","failed","Thu Sep 11 02:10:43 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","603","should update tenant subscription plan","🏢 Business Operations","Thu Sep 11 02:10:52 UTC 2025","failed","Thu Sep 11 02:10:53 UTC 2025","Tenant Management - Subscription Operations","Subscription Management","",""
"","105","should reject token validation with invalid token","chromium","Thu Sep 11 02:08:45 UTC 2025","failed","Thu Sep 11 02:08:45 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","307","should send user invitation","User Invitations","Thu Sep 11 02:09:04 UTC 2025","failed","Thu Sep 11 02:09:04 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","201","should reject token validation with expired token","Authentication","Thu Sep 11 02:08:46 UTC 2025","failed","Thu Sep 11 02:08:46 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","5633","should cancel invitation","User Invitations","Thu Sep 11 02:09:17 UTC 2025","failed","Thu Sep 11 02:09:23 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","122","should delete a group","👥 Client Services","Thu Sep 11 02:08:19 UTC 2025","failed","Thu Sep 11 02:08:19 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should track session activity","chromium","Thu Sep 11 02:10:05 UTC 2025","skipped","Thu Sep 11 02:10:05 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","118","should update an existing group","👥 Client Services","Thu Sep 11 02:08:16 UTC 2025","failed","Thu Sep 11 02:08:16 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should get session by ID","chromium","Thu Sep 11 02:10:05 UTC 2025","skipped","Thu Sep 11 02:10:05 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","120","should get all users assigned to a client","👥 Client Services","Thu Sep 11 02:08:31 UTC 2025","failed","Thu Sep 11 02:08:31 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","317","should have token with reasonable expiration time","Authentication","Thu Sep 11 02:08:54 UTC 2025","failed","Thu Sep 11 02:08:54 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","0","should get password policy requirements","chromium","Thu Sep 11 02:09:30 UTC 2025","skipped","Thu Sep 11 02:09:30 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should change password for authenticated user","chromium","Thu Sep 11 02:09:30 UTC 2025","skipped","Thu Sep 11 02:09:30 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should verify backup code","chromium","Thu Sep 11 02:10:06 UTC 2025","skipped","Thu Sep 11 02:10:06 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","132","should revoke permission from user","Permission Management","Thu Sep 11 02:09:42 UTC 2025","failed","Thu Sep 11 02:09:42 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","128","should get all clients assigned to a user","👥 Client Services","Thu Sep 11 02:08:35 UTC 2025","failed","Thu Sep 11 02:08:35 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","324","should successfully login with valid SuperAdmin credentials","Authentication","Thu Sep 11 02:08:49 UTC 2025","passed","Thu Sep 11 02:08:49 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","340","should validate a valid token","chromium","Thu Sep 11 02:08:50 UTC 2025","failed","Thu Sep 11 02:08:50 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","127","should delete a tenant","🏢 Business Operations","Thu Sep 11 02:10:56 UTC 2025","failed","Thu Sep 11 02:10:56 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","117","should get tenant by ID with typed client","🏢 Business Operations","Thu Sep 11 02:10:49 UTC 2025","failed","Thu Sep 11 02:10:49 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","304","should get client by ID with typed client","👥 Client Services","Thu Sep 11 02:08:01 UTC 2025","failed","Thu Sep 11 02:08:01 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","326","should logout successfully","chromium","Thu Sep 11 02:08:51 UTC 2025","passed","Thu Sep 11 02:08:51 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","0","should validate password reset token","chromium","Thu Sep 11 02:09:30 UTC 2025","skipped","Thu Sep 11 02:09:30 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","924","should resend invitation","User Invitations","Thu Sep 11 02:09:13 UTC 2025","failed","Thu Sep 11 02:09:14 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","109","should search users by email","User Management","Thu Sep 11 02:10:18 UTC 2025","failed","Thu Sep 11 02:10:18 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","117","should reject login with empty password","chromium","Thu Sep 11 02:08:45 UTC 2025","passed","Thu Sep 11 02:08:45 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","194","should reject refresh token with empty refresh token","Authentication","Thu Sep 11 02:08:48 UTC 2025","passed","Thu Sep 11 02:08:48 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should verify two-factor authentication code","chromium","Thu Sep 11 02:10:06 UTC 2025","skipped","Thu Sep 11 02:10:06 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","107","should delete role","Role Management","Thu Sep 11 02:09:49 UTC 2025","failed","Thu Sep 11 02:09:49 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
