"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should disable two-factor authentication","chromium","Thu Sep 11 14:32:35 UTC 2025","skipped","Thu Sep 11 14:32:35 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","344","should reject login with invalid email","Authentication","Thu Sep 11 14:31:36 UTC 2025","passed","Thu Sep 11 14:31:36 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should validate 2FA for login","chromium","Thu Sep 11 14:32:35 UTC 2025","skipped","Thu Sep 11 14:32:35 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","244","should successfully send welcome email after tenant activation","🏢 Business Operations","Thu Sep 11 14:33:16 UTC 2025","failed","Thu Sep 11 14:33:16 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","256","should track assignment metadata","👥 Client Services","Thu Sep 11 14:31:28 UTC 2025","failed","Thu Sep 11 14:31:28 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","413","should have token with reasonable expiration time","Authentication","Thu Sep 11 14:31:47 UTC 2025","failed","Thu Sep 11 14:31:47 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","432","should logout successfully","chromium","Thu Sep 11 14:31:44 UTC 2025","passed","Thu Sep 11 14:31:44 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","283","should prevent creating tenant with duplicate tenant name","🏢 Business Operations","Thu Sep 11 14:32:59 UTC 2025","failed","Thu Sep 11 14:32:59 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","246","should create client group with typed client","👥 Client Services","Thu Sep 11 14:31:03 UTC 2025","failed","Thu Sep 11 14:31:04 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","231","should retrieve permission by ID","Permission Management","Thu Sep 11 14:32:08 UTC 2025","failed","Thu Sep 11 14:32:08 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","239","should delete client with typed client","👥 Client Services","Thu Sep 11 14:31:06 UTC 2025","failed","Thu Sep 11 14:31:07 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","240","should retrieve role by ID","Role Management","Thu Sep 11 14:32:22 UTC 2025","failed","Thu Sep 11 14:32:22 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","0","should update billing cycle","chromium","Thu Sep 11 14:33:26 UTC 2025","skipped","Thu Sep 11 14:33:26 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","1","should refresh session","chromium","Thu Sep 11 14:32:33 UTC 2025","skipped","Thu Sep 11 14:32:33 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","913","should enable two-factor authentication","Two-Factor Authentication","Thu Sep 11 14:32:34 UTC 2025","failed","Thu Sep 11 14:32:35 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","413","should get client by ID with typed client","👥 Client Services","Thu Sep 11 14:30:59 UTC 2025","failed","Thu Sep 11 14:30:59 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","0","should detect concurrent sessions","chromium","Thu Sep 11 14:32:33 UTC 2025","skipped","Thu Sep 11 14:32:33 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","590","should get audit log by ID","Audit Logs","Thu Sep 11 14:31:32 UTC 2025","failed","Thu Sep 11 14:31:33 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
