"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should successfully activate a pending tenant","chromium","Sun Sep 14 20:41:21 UTC 2025","skipped","Sun Sep 14 20:41:21 UTC 2025","Business Feature: Tenant Onboarding","api/features/tenant-management/onboarding/happy-path/tenant-creation.api.spec.ts","",""
"","194","should validate typed error responses","🔐 Security & Access","Sun Sep 14 20:41:09 UTC 2025","passed","Sun Sep 14 20:41:09 UTC 2025","User Login Process","Authentication Systems","",""
"","1","should retrieve the created tenant by ID","chromium","Sun Sep 14 20:41:21 UTC 2025","skipped","Sun Sep 14 20:41:21 UTC 2025","Business Feature: Tenant Onboarding","api/features/tenant-management/onboarding/happy-path/tenant-creation.api.spec.ts","",""
"","0","should prevent creating tenant with duplicate admin email","chromium","Sun Sep 14 20:41:20 UTC 2025","skipped","Sun Sep 14 20:41:20 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","0","should get two-factor authentication status","chromium","Sun Sep 14 20:41:14 UTC 2025","skipped","Sun Sep 14 20:41:14 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","1","should validate 2FA for login","chromium","Sun Sep 14 20:41:14 UTC 2025","skipped","Sun Sep 14 20:41:14 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","0","should update role","chromium","Sun Sep 14 20:41:12 UTC 2025","skipped","Sun Sep 14 20:41:12 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","327","should return user information in login response","Authentication","Sun Sep 14 20:41:03 UTC 2025","failed","Sun Sep 14 20:41:04 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","0","should list all active sessions for user","chromium","Sun Sep 14 20:41:13 UTC 2025","skipped","Sun Sep 14 20:41:13 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should detect concurrent sessions","chromium","Sun Sep 14 20:41:13 UTC 2025","skipped","Sun Sep 14 20:41:13 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should update billing cycle","chromium","Sun Sep 14 20:41:22 UTC 2025","skipped","Sun Sep 14 20:41:22 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","0","should filter audit logs by date range","chromium","Sun Sep 14 20:40:56 UTC 2025","skipped","Sun Sep 14 20:40:56 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","103","should reject login with empty password","chromium","Sun Sep 14 20:40:57 UTC 2025","passed","Sun Sep 14 20:40:57 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should remove a user from a client","chromium","Sun Sep 14 20:40:55 UTC 2025","skipped","Sun Sep 14 20:40:55 UTC 2025","Client Management - User-Client Associations","api/features/client-management/user-associations/happy-path/user-client-associations.api.spec.ts","",""
