"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","305","should update role","Role Management","Sun Sep 14 09:18:45 UTC 2025","failed","Sun Sep 14 09:18:45 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","371","should delete client with typed client","👥 Client Services","Sun Sep 14 09:17:28 UTC 2025","passed","Sun Sep 14 09:17:28 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","300","should validate invitation token","User Invitations","Sun Sep 14 09:18:11 UTC 2025","failed","Sun Sep 14 09:18:11 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","192","should prevent creating tenant with duplicate admin email","🏢 Business Operations","Sun Sep 14 09:19:52 UTC 2025","failed","Sun Sep 14 09:19:53 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","238","should get session activity history","Session Management","Sun Sep 14 09:19:08 UTC 2025","failed","Sun Sep 14 09:19:08 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","451","should have token with reasonable expiration time","Authentication","Sun Sep 14 09:17:57 UTC 2025","failed","Sun Sep 14 09:17:58 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","533","should revoke permission from user","Permission Management","Sun Sep 14 09:18:36 UTC 2025","failed","Sun Sep 14 09:18:36 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","117","should refresh session","Session Management","Sun Sep 14 09:19:01 UTC 2025","failed","Sun Sep 14 09:19:01 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","315","should update user information","User Management","Sun Sep 14 09:19:35 UTC 2025","failed","Sun Sep 14 09:19:35 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","190","should suspend an active tenant","🏢 Business Operations","Sun Sep 14 09:20:15 UTC 2025","failed","Sun Sep 14 09:20:15 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","117","should automatically use appropriate context","chromium","Sun Sep 14 09:19:48 UTC 2025","passed","Sun Sep 14 09:19:48 UTC 2025","Multi-User Context Example Tests > Auto-Context Selection","api/features/multi-user-example.spec.ts","",""
"","311","should delete permission","Permission Management","Sun Sep 14 09:18:31 UTC 2025","failed","Sun Sep 14 09:18:31 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","189","should get tenant by ID with typed client","🏢 Business Operations","Sun Sep 14 09:20:08 UTC 2025","failed","Sun Sep 14 09:20:08 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","185","should successfully activate a pending tenant","🏢 Business Operations","Sun Sep 14 09:20:03 UTC 2025","failed","Sun Sep 14 09:20:03 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","133","should validate typed error responses","chromium","Sun Sep 14 09:18:02 UTC 2025","passed","Sun Sep 14 09:18:02 UTC 2025","Business Feature: Platform Access Control","api/features/identity/authentication/happy-path/typed-login.api.spec.ts","",""
"","124","should create a new client group","👥 Client Services","Sun Sep 14 09:17:29 UTC 2025","passed","Sun Sep 14 09:17:29 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","300","should search users by email","User Management","Sun Sep 14 09:19:40 UTC 2025","failed","Sun Sep 14 09:19:41 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","133","should reject login with empty email","chromium","Sun Sep 14 09:17:48 UTC 2025","passed","Sun Sep 14 09:17:48 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","303","should get invitation by ID","User Invitations","Sun Sep 14 09:18:03 UTC 2025","failed","Sun Sep 14 09:18:04 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
