"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should list all active sessions for user","chromium","Wed Sep 10 21:52:10 UTC 2025","skipped","Wed Sep 10 21:52:10 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should validate 2FA for login","chromium","Wed Sep 10 21:52:12 UTC 2025","skipped","Wed Sep 10 21:52:12 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","177","should filter audit logs by user","chromium","Wed Sep 10 21:50:50 UTC 2025","passed","Wed Sep 10 21:50:50 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","224","should remove a user from a client","👥 Client Services","Wed Sep 10 21:50:41 UTC 2025","failed","Wed Sep 10 21:50:41 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","183","should reject login with malformed email","chromium","Wed Sep 10 21:50:57 UTC 2025","passed","Wed Sep 10 21:50:57 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","260","should delete permission","Permission Management","Wed Sep 10 21:51:44 UTC 2025","failed","Wed Sep 10 21:51:45 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","1","should reset password with valid token","chromium","Wed Sep 10 21:51:39 UTC 2025","skipped","Wed Sep 10 21:51:39 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should disable two-factor authentication","chromium","Wed Sep 10 21:52:12 UTC 2025","skipped","Wed Sep 10 21:52:12 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","230","should successfully activate a pending tenant","🏢 Business Operations","Wed Sep 10 21:52:51 UTC 2025","failed","Wed Sep 10 21:52:51 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","900","should enable two-factor authentication","Two-Factor Authentication","Wed Sep 10 21:52:11 UTC 2025","failed","Wed Sep 10 21:52:12 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","239","should grant permission to user","Permission Management","Wed Sep 10 21:51:48 UTC 2025","failed","Wed Sep 10 21:51:48 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","234","should list clients with typed client","👥 Client Services","Wed Sep 10 21:50:16 UTC 2025","failed","Wed Sep 10 21:50:16 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","225","should list clients within tenant","chromium","Wed Sep 10 21:52:27 UTC 2025","failed","Wed Sep 10 21:52:27 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","0","should update billing cycle","chromium","Wed Sep 10 21:53:10 UTC 2025","skipped","Wed Sep 10 21:53:10 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"This test validates the complete tenant creation workflow from a business perspective, ensuring all required data is captured and the tenant is properly initialized.","272","Super Admin can successfully onboard a new accounting firm","🏢 Business Operations","Wed Sep 10 21:52:46 UTC 2025","failed","Wed Sep 10 21:52:46 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","0","should check password strength","chromium","Wed Sep 10 21:51:39 UTC 2025","skipped","Wed Sep 10 21:51:39 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","754","should cancel invitation","User Invitations","Wed Sep 10 21:51:31 UTC 2025","failed","Wed Sep 10 21:51:32 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","231","should create client group with typed client","👥 Client Services","Wed Sep 10 21:50:17 UTC 2025","failed","Wed Sep 10 21:50:17 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","241","should search users by email","User Management","Wed Sep 10 21:52:20 UTC 2025","failed","Wed Sep 10 21:52:20 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","235","should export audit logs","Audit Logs","Wed Sep 10 21:50:55 UTC 2025","failed","Wed Sep 10 21:50:55 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","715","should refresh token with typed ctx.client","🔐 Security & Access","Wed Sep 10 21:51:11 UTC 2025","passed","Wed Sep 10 21:51:12 UTC 2025","User Login Process","Authentication Systems","",""
"","233","should get all groups for a client","👥 Client Services","Wed Sep 10 21:50:35 UTC 2025","failed","Wed Sep 10 21:50:35 UTC 2025","Client Management - Group Operations","Client Organization","",""
