"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","should validate 2FA for login","chromium","Sun Sep 14 21:19:47 UTC 2025","skipped","Sun Sep 14 21:19:47 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","0","should get user permissions","chromium","Sun Sep 14 21:19:45 UTC 2025","skipped","Sun Sep 14 21:19:45 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","0","should filter audit logs by user","chromium","Sun Sep 14 21:19:29 UTC 2025","skipped","Sun Sep 14 21:19:29 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","0","should retrieve the created tenant by ID","chromium","Sun Sep 14 21:19:54 UTC 2025","skipped","Sun Sep 14 21:19:54 UTC 2025","Business Feature: Tenant Onboarding","api/features/tenant-management/onboarding/happy-path/tenant-creation.api.spec.ts","",""
"","0","should return 404 when getting tenant by non-existing name","chromium","Sun Sep 14 21:19:53 UTC 2025","skipped","Sun Sep 14 21:19:53 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","0","should get session statistics","chromium","Sun Sep 14 21:19:46 UTC 2025","skipped","Sun Sep 14 21:19:46 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","235","should refresh token with valid refresh token","Authentication","Sun Sep 14 21:19:33 UTC 2025","failed","Sun Sep 14 21:19:34 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","0","should remove role from user","chromium","Sun Sep 14 21:19:45 UTC 2025","skipped","Sun Sep 14 21:19:45 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","123","should reject login with malformed email","chromium","Sun Sep 14 21:19:30 UTC 2025","passed","Sun Sep 14 21:19:31 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should search users by email","chromium","Sun Sep 14 21:19:48 UTC 2025","skipped","Sun Sep 14 21:19:48 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","0","should get invitation by ID","chromium","Sun Sep 14 21:19:43 UTC 2025","skipped","Sun Sep 14 21:19:43 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
