"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","353","should reject refresh token with invalid refresh token","Authentication","Fri Sep 12 10:16:20 UTC 2025","failed","Fri Sep 12 10:16:20 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","296","should retrieve the created tenant by name","🏢 Business Operations","Fri Sep 12 10:17:56 UTC 2025","failed","Fri Sep 12 10:17:57 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","460","should track assignment metadata","👥 Client Services","Fri Sep 12 10:16:08 UTC 2025","failed","Fri Sep 12 10:16:09 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","681","should handle multiple failed login attempts gracefully","chromium","Fri Sep 12 10:16:21 UTC 2025","passed","Fri Sep 12 10:16:22 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","1","should upgrade subscription from Starter to Professional","chromium","Fri Sep 12 10:18:10 UTC 2025","skipped","Fri Sep 12 10:18:10 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","479","should handle pagination for user-client associations","👥 Client Services","Fri Sep 12 10:16:06 UTC 2025","failed","Fri Sep 12 10:16:07 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","281","should cancel invitation","User Invitations","Fri Sep 12 10:16:43 UTC 2025","failed","Fri Sep 12 10:16:43 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","186","should list clients with typed client","chromium","Fri Sep 12 10:15:37 UTC 2025","passed","Fri Sep 12 10:15:37 UTC 2025","Client Management - CRUD with Typed NPM Packages","api/features/client-management/crud-operations/happy-path/typed-client-crud.api.spec.ts","",""
"","523","should maintain authentication state across multiple requests","chromium","Fri Sep 12 10:16:26 UTC 2025","failed","Fri Sep 12 10:16:27 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","294","should check if user has permission","Permission Management","Fri Sep 12 10:17:03 UTC 2025","failed","Fri Sep 12 10:17:03 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","289","should prevent creating tenant with duplicate domain","🏢 Business Operations","Fri Sep 12 10:17:43 UTC 2025","failed","Fri Sep 12 10:17:44 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","285","should update role","Role Management","Fri Sep 12 10:17:08 UTC 2025","failed","Fri Sep 12 10:17:08 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","185","should filter audit logs by user","chromium","Fri Sep 12 10:16:11 UTC 2025","passed","Fri Sep 12 10:16:11 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","177","should NOT be able to access platform settings","chromium","Fri Sep 12 10:17:37 UTC 2025","failed","Fri Sep 12 10:17:37 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","288","should create a new role","Role Management","Fri Sep 12 10:17:04 UTC 2025","failed","Fri Sep 12 10:17:05 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
