"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","453","should delete a tenant","🏢 Business Operations","Thu Sep 11 13:05:16 UTC 2025","failed","Thu Sep 11 13:05:16 UTC 2025","Tenant Management - Suspension Operations","Tenant Lifecycle Management","",""
"","392","should validate invitation token","User Invitations","Thu Sep 11 13:03:57 UTC 2025","failed","Thu Sep 11 13:03:57 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","0","should validate 2FA for login","chromium","Thu Sep 11 13:04:27 UTC 2025","skipped","Thu Sep 11 13:04:27 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","423","should create tenant with typed client from @btshift/tenant-management-types","🏢 Business Operations","Thu Sep 11 13:05:06 UTC 2025","failed","Thu Sep 11 13:05:07 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","110","should list tenants and include the created tenant","🏢 Business Operations","Thu Sep 11 13:05:05 UTC 2025","failed","Thu Sep 11 13:05:05 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","0","should enable additional modules","chromium","Thu Sep 11 13:05:12 UTC 2025","skipped","Thu Sep 11 13:05:12 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","402","should get users by role","Role Management","Thu Sep 11 13:04:23 UTC 2025","failed","Thu Sep 11 13:04:23 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","120","should reject login with empty email","chromium","Thu Sep 11 13:03:32 UTC 2025","passed","Thu Sep 11 13:03:32 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","478","should refresh token with valid refresh token","Authentication","Thu Sep 11 13:03:39 UTC 2025","passed","Thu Sep 11 13:03:39 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","114","should prevent creating tenant with duplicate domain","🏢 Business Operations","Thu Sep 11 13:04:49 UTC 2025","failed","Thu Sep 11 13:04:49 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
