"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","165","should filter audit logs by action type","chromium","Fri Sep 12 23:39:55 UTC 2025","passed","Fri Sep 12 23:39:55 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","173","should get all clients assigned to a user","👥 Client Services","Fri Sep 12 23:39:50 UTC 2025","failed","Fri Sep 12 23:39:50 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","168","should reject login with empty password","chromium","Fri Sep 12 23:39:58 UTC 2025","passed","Fri Sep 12 23:39:58 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","184","should remove a user from a client","👥 Client Services","Fri Sep 12 23:39:47 UTC 2025","failed","Fri Sep 12 23:39:47 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","1","should get session statistics","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","551","should get current user information with typed ctx.client","🔐 Security & Access","Fri Sep 12 23:40:11 UTC 2025","failed","Fri Sep 12 23:40:12 UTC 2025","User Login Process","Authentication Systems","",""
"","287","should validate typed error responses","🔐 Security & Access","Fri Sep 12 23:40:15 UTC 2025","failed","Fri Sep 12 23:40:15 UTC 2025","User Login Process","Authentication Systems","",""
"","255","should reject token validation with expired token","Authentication","Fri Sep 12 23:39:59 UTC 2025","failed","Fri Sep 12 23:39:59 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should get session activity history","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should validate session token","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","156","should automatically use appropriate context","chromium","Fri Sep 12 23:41:17 UTC 2025","failed","Fri Sep 12 23:41:17 UTC 2025","Multi-User Context Example Tests > Auto-Context Selection","api/features/multi-user-example.spec.ts","",""
"","176","should delete role","Role Management","Fri Sep 12 23:40:47 UTC 2025","failed","Fri Sep 12 23:40:47 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","179","should send user invitation","User Invitations","Fri Sep 12 23:40:16 UTC 2025","failed","Fri Sep 12 23:40:16 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","182","should accept invitation","User Invitations","Fri Sep 12 23:40:19 UTC 2025","failed","Fri Sep 12 23:40:19 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","178","should check if user has permission","Permission Management","Fri Sep 12 23:40:40 UTC 2025","failed","Fri Sep 12 23:40:41 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","474","should handle change password with typed ctx.client","chromium","Fri Sep 12 23:40:14 UTC 2025","failed","Fri Sep 12 23:40:14 UTC 2025","Business Feature: Platform Access Control","api/features/identity/authentication/happy-path/typed-login.api.spec.ts","",""
"","190","should create a new client group","👥 Client Services","Fri Sep 12 23:39:34 UTC 2025","failed","Fri Sep 12 23:39:34 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should get password policy requirements","chromium","Fri Sep 12 23:40:27 UTC 2025","skipped","Fri Sep 12 23:40:27 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","159","should filter audit logs by date range","chromium","Fri Sep 12 23:39:55 UTC 2025","passed","Fri Sep 12 23:39:55 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"This test validates the complete tenant creation workflow from a business perspective, ensuring all required data is captured and the tenant is properly initialized.","197","Super Admin can successfully onboard a new accounting firm","🏢 Business Operations","Fri Sep 12 23:41:31 UTC 2025","failed","Fri Sep 12 23:41:32 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","174","should cancel invitation","User Invitations","Fri Sep 12 23:40:22 UTC 2025","failed","Fri Sep 12 23:40:22 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","0","should enforce password policy","chromium","Fri Sep 12 23:40:27 UTC 2025","skipped","Fri Sep 12 23:40:27 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","1","should revoke all sessions for user","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","0","should refresh session","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","193","should update an existing group","👥 Client Services","Fri Sep 12 23:39:36 UTC 2025","failed","Fri Sep 12 23:39:36 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","178","should get user by email","User Management","Fri Sep 12 23:41:06 UTC 2025","failed","Fri Sep 12 23:41:06 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","1","should verify backup code","chromium","Fri Sep 12 23:40:57 UTC 2025","skipped","Fri Sep 12 23:40:57 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","237","should prevent creating tenant with duplicate tenant name","🏢 Business Operations","Fri Sep 12 23:41:21 UTC 2025","failed","Fri Sep 12 23:41:21 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","344","should get client by ID with typed client","👥 Client Services","Fri Sep 12 23:39:25 UTC 2025","failed","Fri Sep 12 23:39:26 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","173","should retrieve role by ID","Role Management","Fri Sep 12 23:40:44 UTC 2025","failed","Fri Sep 12 23:40:44 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","175","should get all clients in a group","👥 Client Services","Fri Sep 12 23:39:43 UTC 2025","failed","Fri Sep 12 23:39:43 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","268","should delete client with typed client","👥 Client Services","Fri Sep 12 23:39:33 UTC 2025","failed","Fri Sep 12 23:39:33 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","0","should expire password reset token after use","chromium","Fri Sep 12 23:40:27 UTC 2025","skipped","Fri Sep 12 23:40:27 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","175","should create a new user successfully","User Management","Fri Sep 12 23:40:58 UTC 2025","failed","Fri Sep 12 23:40:58 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","0","should handle session timeout","chromium","Fri Sep 12 23:40:56 UTC 2025","skipped","Fri Sep 12 23:40:56 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
