"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","236","should list pending invitations","User Invitations","Fri Sep 12 23:45:17 UTC 2025","failed","Fri Sep 12 23:45:17 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","0","should generate new backup codes","chromium","Fri Sep 12 23:45:55 UTC 2025","skipped","Fri Sep 12 23:45:55 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","545","should handle change password with typed ctx.client","chromium","Fri Sep 12 23:45:06 UTC 2025","failed","Fri Sep 12 23:45:07 UTC 2025","Business Feature: Platform Access Control","api/features/identity/authentication/happy-path/typed-login.api.spec.ts","",""
"","462","should have token with reasonable expiration time","Authentication","Fri Sep 12 23:45:02 UTC 2025","failed","Fri Sep 12 23:45:02 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","237","should add a client to a group","👥 Client Services","Fri Sep 12 23:44:31 UTC 2025","failed","Fri Sep 12 23:44:31 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","236","should search users by email","User Management","Fri Sep 12 23:46:04 UTC 2025","failed","Fri Sep 12 23:46:04 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","0","should increase user and storage limits","chromium","Fri Sep 12 23:46:51 UTC 2025","skipped","Fri Sep 12 23:46:51 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","0","should get password policy requirements","chromium","Fri Sep 12 23:45:21 UTC 2025","skipped","Fri Sep 12 23:45:21 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","239","should create client group with typed client","👥 Client Services","Fri Sep 12 23:44:20 UTC 2025","failed","Fri Sep 12 23:44:20 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","937","should update tenant subscription plan","🏢 Business Operations","Fri Sep 12 23:46:50 UTC 2025","failed","Fri Sep 12 23:46:51 UTC 2025","Tenant Management - Subscription Operations","Subscription Management","",""
"","292","should reject token validation with expired token","Authentication","Fri Sep 12 23:44:52 UTC 2025","failed","Fri Sep 12 23:44:52 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","239","should cancel invitation","User Invitations","Fri Sep 12 23:45:15 UTC 2025","failed","Fri Sep 12 23:45:15 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","175","should get audit log by ID","chromium","Fri Sep 12 23:44:49 UTC 2025","passed","Fri Sep 12 23:44:49 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","172","should return appropriate error response for unauthorized access","chromium","Fri Sep 12 23:44:55 UTC 2025","failed","Fri Sep 12 23:44:55 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","916","should request password reset","Password Reset","Fri Sep 12 23:45:20 UTC 2025","failed","Fri Sep 12 23:45:21 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","1","should refresh session","chromium","Fri Sep 12 23:45:54 UTC 2025","skipped","Fri Sep 12 23:45:54 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","240","should return 404 when getting tenant by non-existing name","🏢 Business Operations","Fri Sep 12 23:46:30 UTC 2025","failed","Fri Sep 12 23:46:30 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","243","should list tenants and include the created tenant","🏢 Business Operations","Fri Sep 12 23:46:41 UTC 2025","failed","Fri Sep 12 23:46:41 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","168","should automatically use appropriate context","chromium","Fri Sep 12 23:46:18 UTC 2025","failed","Fri Sep 12 23:46:18 UTC 2025","Multi-User Context Example Tests > Auto-Context Selection","api/features/multi-user-example.spec.ts","",""
"","236","should list all permissions","Permission Management","Fri Sep 12 23:45:29 UTC 2025","failed","Fri Sep 12 23:45:29 UTC 2025","Identity Service - Permission Management Operations","api/features/identity/permission-management/happy-path/permission-crud.api.spec.ts","",""
"","229","should delete client with typed client","👥 Client Services","Fri Sep 12 23:44:23 UTC 2025","failed","Fri Sep 12 23:44:23 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","625","should handle multiple failed login attempts gracefully","chromium","Fri Sep 12 23:44:55 UTC 2025","passed","Fri Sep 12 23:44:55 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","169","should access platform settings (SuperAdmin only)","chromium","Fri Sep 12 23:46:11 UTC 2025","failed","Fri Sep 12 23:46:11 UTC 2025","Multi-User Context Example Tests > Platform Operations (SuperAdmin)","api/features/multi-user-example.spec.ts","",""
"","0","should validate 2FA for login","chromium","Fri Sep 12 23:45:55 UTC 2025","skipped","Fri Sep 12 23:45:55 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","0","should handle session timeout","chromium","Fri Sep 12 23:45:54 UTC 2025","skipped","Fri Sep 12 23:45:54 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","1","should validate password reset token","chromium","Fri Sep 12 23:45:21 UTC 2025","skipped","Fri Sep 12 23:45:21 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","232","should list all groups for a tenant","👥 Client Services","Fri Sep 12 23:44:30 UTC 2025","failed","Fri Sep 12 23:44:30 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","177","should filter audit logs by date range","chromium","Fri Sep 12 23:44:48 UTC 2025","passed","Fri Sep 12 23:44:49 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","307","should validate typed error responses","🔐 Security & Access","Fri Sep 12 23:45:08 UTC 2025","failed","Fri Sep 12 23:45:08 UTC 2025","User Login Process","Authentication Systems","",""
"","255","should retrieve the created tenant by name","🏢 Business Operations","Fri Sep 12 23:46:36 UTC 2025","failed","Fri Sep 12 23:46:36 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","240","should activate tenant with typed client","🏢 Business Operations","Fri Sep 12 23:46:47 UTC 2025","failed","Fri Sep 12 23:46:47 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","676","should refresh token with valid refresh token","Authentication","Fri Sep 12 23:44:58 UTC 2025","passed","Fri Sep 12 23:44:59 UTC 2025","Authentication - Login Happy Path API Tests","api/features/identity/authentication/happy-path/login.api.spec.ts","",""
"","240","should return 404 when getting tenant by non-existing ID","🏢 Business Operations","Fri Sep 12 23:46:31 UTC 2025","failed","Fri Sep 12 23:46:31 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","533","should create client with typed client from @btshift/client-management-types","👥 Client Services","Fri Sep 12 23:44:13 UTC 2025","failed","Fri Sep 12 23:44:13 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","238","should retrieve user by ID","User Management","Fri Sep 12 23:45:57 UTC 2025","failed","Fri Sep 12 23:45:58 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
