"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","151","should update client with typed client","👥 Client Services","Thu Sep 11 16:00:22 UTC 2025","failed","Thu Sep 11 16:00:22 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","150","should cancel invitation","User Invitations","Thu Sep 11 16:01:13 UTC 2025","failed","Thu Sep 11 16:01:13 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","142","should delete role","Role Management","Thu Sep 11 16:01:34 UTC 2025","failed","Thu Sep 11 16:01:34 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","143","should accept invitation","User Invitations","Thu Sep 11 16:01:11 UTC 2025","failed","Thu Sep 11 16:01:11 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","165","should deactivate and reactivate user","User Management","Thu Sep 11 16:01:52 UTC 2025","failed","Thu Sep 11 16:01:52 UTC 2025","Identity Service - User Management CRUD Operations","api/features/identity/user-management/happy-path/user-crud.api.spec.ts","",""
"","141","should export audit logs","Audit Logs","Thu Sep 11 16:00:51 UTC 2025","failed","Thu Sep 11 16:00:51 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","0","should increase user and storage limits","chromium","Thu Sep 11 16:02:27 UTC 2025","skipped","Thu Sep 11 16:02:27 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","0","should revoke specific session","chromium","Thu Sep 11 16:01:41 UTC 2025","skipped","Thu Sep 11 16:01:41 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","1","should downgrade subscription from Enterprise to Professional","chromium","Thu Sep 11 16:02:27 UTC 2025","skipped","Thu Sep 11 16:02:27 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","0","should get password policy requirements","chromium","Thu Sep 11 16:01:18 UTC 2025","skipped","Thu Sep 11 16:01:18 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
