"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","207","should reject refresh token with empty refresh token","Authentication","Thu Sep 11 14:02:51 UTC 2025","passed","Thu Sep 11 14:02:51 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","151","should retrieve the created tenant by name","🏢 Business Operations","Thu Sep 11 14:04:10 UTC 2025","failed","Thu Sep 11 14:04:10 UTC 2025","New Tenant Onboarding","Tenant Lifecycle Management","",""
"","142","should create a new client group","👥 Client Services","Thu Sep 11 14:02:23 UTC 2025","failed","Thu Sep 11 14:02:24 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should get session by ID","chromium","Thu Sep 11 14:03:37 UTC 2025","skipped","Thu Sep 11 14:03:37 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","206","should send user invitation","User Invitations","Thu Sep 11 14:03:03 UTC 2025","failed","Thu Sep 11 14:03:03 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","249","should create client group with typed client","👥 Client Services","Thu Sep 11 14:02:19 UTC 2025","failed","Thu Sep 11 14:02:20 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","382","should handle change password with typed ctx.client","chromium","Thu Sep 11 14:03:01 UTC 2025","failed","Thu Sep 11 14:03:01 UTC 2025","Business Feature: Platform Access Control","api/features/identity/authentication/happy-path/typed-login.api.spec.ts","",""
"","0","should validate password reset token","chromium","Thu Sep 11 14:03:13 UTC 2025","skipped","Thu Sep 11 14:03:13 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","142","should handle pagination for user-client associations","👥 Client Services","Thu Sep 11 14:02:39 UTC 2025","failed","Thu Sep 11 14:02:40 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","137","should add a client to a group","👥 Client Services","Thu Sep 11 14:02:29 UTC 2025","failed","Thu Sep 11 14:02:29 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","109","should return appropriate error response for unauthorized access","chromium","Thu Sep 11 14:02:51 UTC 2025","failed","Thu Sep 11 14:02:51 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"This test validates that Super Admin can authenticate using the platform login system and receive proper access tokens for subsequent operations.","438","Super Admin can access the platform with valid credentials","🔐 Security & Access","Thu Sep 11 14:02:58 UTC 2025","failed","Thu Sep 11 14:02:58 UTC 2025","User Login Process","Authentication Systems","",""
"","0","should enforce password policy","chromium","Thu Sep 11 14:03:13 UTC 2025","skipped","Thu Sep 11 14:03:13 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should verify two-factor authentication code","chromium","Thu Sep 11 14:03:38 UTC 2025","skipped","Thu Sep 11 14:03:38 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","141","should export audit logs","Audit Logs","Thu Sep 11 14:02:46 UTC 2025","failed","Thu Sep 11 14:02:46 UTC 2025","Identity Service - Audit Log Operations","api/features/identity/audit-logs/happy-path/audit-operations.api.spec.ts","",""
"","221","should reject login with invalid password","chromium","Thu Sep 11 14:02:47 UTC 2025","passed","Thu Sep 11 14:02:47 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","201","should reject token validation with expired token","Authentication","Thu Sep 11 14:02:49 UTC 2025","failed","Thu Sep 11 14:02:49 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","141","should resend invitation","User Invitations","Thu Sep 11 14:03:07 UTC 2025","failed","Thu Sep 11 14:03:07 UTC 2025","Identity Service - Invitation Operations","api/features/identity/invitations/happy-path/invitation-operations.api.spec.ts","",""
"","122","should reject login with empty password","chromium","Thu Sep 11 14:02:48 UTC 2025","passed","Thu Sep 11 14:02:48 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","1","should refresh session","chromium","Thu Sep 11 14:03:37 UTC 2025","skipped","Thu Sep 11 14:03:37 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","571","should refresh token with typed ctx.client","🔐 Security & Access","Thu Sep 11 14:03:00 UTC 2025","passed","Thu Sep 11 14:03:01 UTC 2025","User Login Process","Authentication Systems","",""
"","154","should get tenant by ID with typed client","🏢 Business Operations","Thu Sep 11 14:04:17 UTC 2025","failed","Thu Sep 11 14:04:17 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","0","should get session statistics","chromium","Thu Sep 11 14:03:37 UTC 2025","skipped","Thu Sep 11 14:03:37 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","251","should get client by ID with typed client","👥 Client Services","Thu Sep 11 14:02:15 UTC 2025","failed","Thu Sep 11 14:02:16 UTC 2025","Client Management - CRUD with Typed NPM Packages","Client Operations","",""
"","0","should enable additional modules","chromium","Thu Sep 11 14:04:21 UTC 2025","skipped","Thu Sep 11 14:04:21 UTC 2025","Tenant Management - Subscription Operations","api/features/tenant-management/subscription/happy-path/subscription-management.api.spec.ts","",""
"","226","should validate typed error responses","🔐 Security & Access","Thu Sep 11 14:03:02 UTC 2025","failed","Thu Sep 11 14:03:02 UTC 2025","User Login Process","Authentication Systems","",""
"","139","should prevent creating tenant with duplicate domain","🏢 Business Operations","Thu Sep 11 14:04:00 UTC 2025","failed","Thu Sep 11 14:04:00 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
"","697","should list all tenants (SuperAdmin only)","chromium","Thu Sep 11 14:03:49 UTC 2025","passed","Thu Sep 11 14:03:50 UTC 2025","Multi-User Context Example Tests > Platform Operations (SuperAdmin)","api/features/multi-user-example.spec.ts","",""
"","0","should track session activity","chromium","Thu Sep 11 14:03:37 UTC 2025","skipped","Thu Sep 11 14:03:37 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","233","should reject refresh token with invalid refresh token","Authentication","Thu Sep 11 14:02:50 UTC 2025","failed","Thu Sep 11 14:02:50 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
