"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","118","should create client within tenant","chromium","Fri Sep 12 08:07:58 UTC 2025","passed","Fri Sep 12 08:07:58 UTC 2025","Multi-User Context Example Tests > Tenant Operations (TenantAdmin)","api/features/multi-user-example.spec.ts","",""
"","361","should list all groups for a tenant","👥 Client Services","Fri Sep 12 08:06:37 UTC 2025","passed","Fri Sep 12 08:06:37 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","190","should reject token validation with expired token","Authentication","Fri Sep 12 08:06:59 UTC 2025","failed","Fri Sep 12 08:07:00 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","214","should update an existing group","👥 Client Services","Fri Sep 12 08:06:34 UTC 2025","failed","Fri Sep 12 08:06:34 UTC 2025","Client Management - Group Operations","Client Organization","",""
"","0","should disable two-factor authentication","chromium","Fri Sep 12 08:07:46 UTC 2025","skipped","Fri Sep 12 08:07:46 UTC 2025","Identity Service - Two-Factor Authentication Operations","api/features/identity/two-factor-auth/happy-path/2fa-operations.api.spec.ts","",""
"","124","should create tenant with typed client from @btshift/tenant-management-types","🏢 Business Operations","Fri Sep 12 08:08:18 UTC 2025","failed","Fri Sep 12 08:08:18 UTC 2025","Tenant Creation - Using Typed NPM Packages","api/features/tenant-management/onboarding/happy-path/typed-tenant-creation.api.spec.ts","",""
"","242","should get all users assigned to a client","👥 Client Services","Fri Sep 12 08:06:47 UTC 2025","failed","Fri Sep 12 08:06:48 UTC 2025","Client Management - User-Client Associations","Client-User Relationships","",""
"","246","should reject login with invalid password","chromium","Fri Sep 12 08:06:58 UTC 2025","passed","Fri Sep 12 08:06:58 UTC 2025","Authentication - Invalid Credentials API Tests","api/features/identity/authentication/edge-cases/invalid-credentials.api.spec.ts","",""
"","0","should validate password reset token","chromium","Fri Sep 12 08:07:22 UTC 2025","skipped","Fri Sep 12 08:07:22 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","0","should reset password with valid token","chromium","Fri Sep 12 08:07:22 UTC 2025","skipped","Fri Sep 12 08:07:22 UTC 2025","Identity Service - Password Reset Operations","api/features/identity/password-reset/happy-path/password-reset.api.spec.ts","",""
"","112","should access platform settings (SuperAdmin only)","chromium","Fri Sep 12 08:07:57 UTC 2025","failed","Fri Sep 12 08:07:57 UTC 2025","Multi-User Context Example Tests > Platform Operations (SuperAdmin)","api/features/multi-user-example.spec.ts","",""
"","118","should create a new role","Role Management","Fri Sep 12 08:07:34 UTC 2025","failed","Fri Sep 12 08:07:34 UTC 2025","Identity Service - Role Management Operations","api/features/identity/role-management/happy-path/role-crud.api.spec.ts","",""
"","0","should detect concurrent sessions","chromium","Fri Sep 12 08:07:44 UTC 2025","skipped","Fri Sep 12 08:07:44 UTC 2025","Identity Service - Session Management Operations","api/features/identity/session-management/happy-path/session-operations.api.spec.ts","",""
"","121","should prevent creating tenant with duplicate tenant name","🏢 Business Operations","Fri Sep 12 08:08:02 UTC 2025","failed","Fri Sep 12 08:08:02 UTC 2025","Tenant Creation - Duplicate Prevention API Tests","api/features/tenant-management/onboarding/edge-cases/duplicate-tenant.api.spec.ts","",""
